ID,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,SDSS,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,q_mode,cl,m_SDSS,flags,ObsDate,Q,zsp,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,angDist
1413,5.87742E+17,36:08.4,+18:49:02.8,58,0.328,0.034,0,0.569,0.069,0,0.603,0.255,0.675,0,0,1,J143608.37+184902.7,219.034886,18.817427,0.062,0.059,79,,3,,00000012B0020000,2005.1895,2,0.03133,19.395,0.044,17.817,0.009,17.017,0.007,16.594,0.009,16.297,0.014,0.072812
1414,5.87743E+17,07:09.6,+16:59:44.2,46,0,0.043,0.935,0,0,0.022,0.978,0,0.978,1,0,0,J120709.55+165944.1,181.789791,16.995588,0.065,0.053,1,,3,,1890021010,2005.427,3,0.0224,15.93,0.01,14.569,0.002,13.784,0.002,13.399,0.002,13.061,0.003,0.08342
1415,5.87726E+17,49:26.8,+65:26:36.9,35,0.686,0,0.114,0.114,0.086,0,0.229,0.263,0.572,0,0,1,J134926.80+652636.8,207.361689,65.443571,0.036,0.031,66,,3,,10020000,2000.2636,3,0.09164,19.012,0.042,17.942,0.014,17.329,0.008,16.995,0.008,16.765,0.021,0.055732
1416,5.87726E+17,19:44.6,+04:08:19.0,40,0.525,0,0.05,0.25,0.15,0.025,0.3,0.224,0.526,0,0,1,J151944.55+040819.0,229.935658,4.138625,0.05,0.048,0,,3,,9.0001E+11,2000.357,3,0.05323,19.391,0.057,18.303,0.01,17.831,0.01,17.545,0.012,17.431,0.035,0.059013
1417,5.87734E+17,31:45.1,+01:00:16.3,32,0.781,0.062,0,0.031,0.094,0.031,0.094,0.655,0.198,0,0,1,J223145.14+010016.2,337.938098,1.004517,0.046,0.044,0,,3,,10000000,2002.7769,3,0.05867,20.026,0.091,18.439,0.01,17.546,0.007,17.043,0.007,16.71,0.02,0.06547
1418,5.87739E+17,04:57.1,+06:34:32.8,24,0.583,0.042,0.042,0.125,0.208,0,0.208,0.516,0.268,0,0,1,J080457.06+063432.8,121.23777,6.575777,0.052,0.048,13,,3,,1.0181E+11,2004.0748,3,0.09949,20.135,0.068,18.338,0.008,17.509,0.006,17.076,0.006,16.807,0.013,0.077243
1419,5.87741E+17,55:31.3,+13:21:36.5,64,0.172,0.062,0.016,0.75,0,0,0.828,0.052,0.948,1,0,0,J075531.31+132136.5,118.880489,13.360139,0.045,0.039,120,,3,,4.00101E+12,2004.951,3,0.05104,18.762,0.075,17.364,0.006,16.697,0.005,16.28,0.005,15.965,0.014,0.038142
1420,5.88011E+17,01:19.9,+55:41:01.9,28,0.429,0.036,0.179,0.357,0,0,0.571,0.231,0.769,0,0,1,J150119.93+554101.7,225.333079,55.683819,0.05,0.049,68,,3,,1010021000,2001.3915,2,0.06961,18.392,0.036,17.002,0.005,16.261,0.004,15.88,0.004,15.57,0.012,0.151644
1421,5.88007E+17,34:25.7,+61:01:31.3,62,0.306,0,0,0.21,0.339,0.145,0.21,0.169,0.277,0,0,1,J143425.68+610131.3,218.607011,61.025378,0.041,0.035,60,,3,,4.00001E+12,2000.2609,2,0.05479,18.504,0.029,17.735,0.007,17.587,0.008,17.343,0.009,17.373,0.045,0.063758
1422,5.87743E+17,34:46.6,+13:57:12.2,38,0.526,0,0,0.079,0.237,0.158,0.079,0.322,0.148,0,0,1,J143446.58+135712.2,218.694086,13.953389,0.063,0.061,81,,3,,1010020210,2005.3643,3,0.09728,19.58,0.07,18.378,0.01,17.757,0.008,17.402,0.008,17.158,0.02,0.009595
1423,5.87733E+17,29:24.5,+50:46:12.3,27,0.259,0,0.037,0.593,0.111,0,0.63,0.096,0.777,0,0,1,J152924.53+504612.1,232.352217,50.770038,0.066,0.064,45,,3,,3290000100,2002.3524,2,0.04951,19.303,0.075,18.138,0.01,17.719,0.011,17.45,0.014,17.322,0.046,0.179675
1424,5.88018E+17,24:02.5,+32:42:04.8,27,0,0,0.963,0,0,0.037,0.963,0,0.963,1,0,0,J162402.46+324204.7,246.010287,32.701311,0.062,0.06,45,,3,,1010020030,2003.3244,3,0.05093,17.915,0.03,16.485,0.004,15.821,0.003,15.477,0.004,15.168,0.01,0.081637
1425,5.87742E+17,23:24.2,+23:47:51.2,27,0.481,0,0.037,0.407,0.074,0,0.444,0.332,0.587,0,0,1,J112324.19+234751.2,170.850797,23.797559,0.068,0.058,5,,3,,1010000010,2005.0962,3,0.02615,18.425,0.034,17.384,0.006,17.062,0.006,16.896,0.008,16.803,0.025,0.021384
1426,5.87739E+17,51:52.0,+25:14:25.1,30,0.7,0.1,0,0.067,0.133,0,0.167,0.476,0.345,0,0,1,J085151.99+251425.0,132.966643,25.240294,0.05,0.045,26,,3,,1010020000,2004.2115,2,0.09581,19.579,0.057,18.234,0.009,17.425,0.006,17.045,0.006,16.768,0.014,0.08734
1427,5.88013E+17,20:51.4,+52:27:24.8,52,0.404,0,0.212,0.173,0.192,0.019,0.385,0.163,0.566,0,0,1,J112051.36+522724.6,170.214001,52.456856,0.048,0.044,100,,3,,1010000000,2001.9696,2,0.09541,18.992,0.04,17.826,0.007,17.331,0.007,16.969,0.007,16.795,0.018,0.14829
1428,5.88018E+17,47:38.7,+06:55:22.0,60,0.45,0.283,0.017,0.183,0.067,0,0.483,0.228,0.691,0,0,1,J154738.70+065521.9,236.911254,6.922759,0.054,0.054,0,,3,,1010021010,2003.319,3,0.05115,18.082,0.029,16.84,0.005,16.322,0.004,16.006,0.005,15.823,0.011,0.068845
1429,5.87727E+17,05:42.4,-05:37:22.5,45,0.422,0.378,0,0.044,0.111,0.044,0.422,0.422,0.422,0,0,1,J210542.38-053722.5,316.426622,-5.622923,0.038,0.036,85,,3,,10021010,2000.7395,2,0.08216,18.953,0.04,17.11,0.005,16.187,0.004,15.74,0.004,15.411,0.007,0.025393
1430,5.88017E+17,28:55.3,+32:55:32.5,39,0.487,0.077,0.103,0.128,0.205,0,0.308,0.346,0.426,0,0,1,J092855.32+325532.4,142.230523,32.925691,0.053,0.048,27,,3,,1010020000,2003.0865,2,0.02691,18.976,0.031,18.054,0.009,17.744,0.009,17.624,0.018,17.432,0.028,0.057423
1431,5.87729E+17,10:37.2,+01:01:36.0,56,0.214,0.018,0.607,0.125,0.036,0,0.75,0.051,0.907,1,0,0,J101037.18+010136.0,152.654915,1.026676,0.05,0.044,0,,3,,10020010,2001.1454,3,0.0819,19.145,0.075,17.75,0.009,17.139,0.007,16.78,0.009,16.576,0.026,0.034282
1432,5.87729E+17,00:38.1,+35:55:39.8,63,0.444,0.079,0.032,0.333,0.111,0,0.444,0.141,0.703,0,0,1,J080038.07+355539.8,120.158635,35.927744,0.083,0.078,51,,3,,810000058,2001.142,3,0.08244,19.392,0.061,18.149,0.011,17.522,0.009,17.156,0.01,16.922,0.032,0.121404
1433,5.87732E+17,20:47.3,+39:10:58.7,34,0.559,0,0.029,0.235,0.176,0,0.265,0.266,0.482,0,0,1,J082047.26+391058.5,125.196925,39.182935,0.063,0.046,137,,3,,10000000,2001.9666,3,0.09521,19.992,0.065,18.565,0.01,17.773,0.007,17.266,0.007,17.024,0.014,0.248686
1434,5.87739E+17,20:01.8,+21:21:07.4,54,0.537,0,0.074,0.204,0.185,0,0.278,0.527,0.287,0,0,1,J082001.82+212107.3,125.007607,21.352048,0.045,0.041,120,,3,,9.0101E+11,2004.2114,3,0.08178,18.43,0.025,17.417,0.005,16.94,0.005,16.547,0.005,16.399,0.013,0.066192
1435,5.87735E+17,04:34.7,+33:30:55.6,54,0.556,0.019,0.056,0.333,0.037,0,0.407,0.13,0.805,1,0,0,J090434.74+333055.5,136.144758,33.515438,0.045,0.036,31,,3,,1090020010,2002.9988,3,0.09848,19.299,0.058,18.164,0.009,17.686,0.009,17.369,0.009,17.262,0.036,0.033457
1436,5.88023E+17,52:25.3,+17:04:53.0,35,0.771,0.057,0,0.057,0.114,0,0.114,0.535,0.295,0,0,1,J085225.29+170453.0,133.105409,17.081395,0.051,0.046,22,,3,,1090021030,2004.9705,2,0.09916,20.206,0.087,18.34,0.009,17.358,0.006,16.954,0.005,16.586,0.032,0.034667
1437,5.87735E+17,49:12.9,+20:20:44.1,20,0,0,1,0,0,0,1,0,1,1,0,0,J074912.91+202044.1,117.303809,20.345585,0.037,0.037,0,,3,,1010021010,2002.9987,3,0.05026,17.409,0.023,15.791,0.003,14.987,0.003,14.546,0.003,14.206,0.006,0.058566
1438,5.87739E+17,29:27.6,+35:04:25.3,28,0.643,0,0,0.286,0.071,0,0.286,0.631,0.297,0,0,1,J102927.64+350425.2,157.365167,35.073693,0.056,0.047,108,,3,,1010020010,2004.2117,2,0.08753,19.949,0.068,18.003,0.007,17.074,0.005,16.655,0.005,16.331,0.009,0.005114
1439,5.8774E+17,12:54.3,+26:21:49.3,33,0.515,0.03,0.091,0.182,0.152,0.03,0.303,0.197,0.535,0,0,1,J141254.33+262149.3,213.226382,26.363715,0.061,0.059,165,,3,,9.0329E+11,2004.3897,3,0.06941,19.67,0.088,18.33,0.011,17.778,0.01,17.491,0.012,17.313,0.033,0.077565
1440,5.87735E+17,42:14.9,+14:10:12.8,31,0.032,0,0.032,0.935,0,0,0.968,0.012,0.988,1,0,0,J114214.86+141012.7,175.561954,14.170219,0.053,0.049,4,,3,,1010020000,2003.0759,3,0.03418,18.425,0.028,17.15,0.022,16.622,0.007,16.274,0.006,16.003,0.014,0.019125
1441,5.87732E+17,35:31.5,+56:51:13.6,28,0.643,0.036,0.071,0.179,0.071,0,0.286,0.262,0.617,0,0,1,J113531.55+565113.5,173.881462,56.853775,0.069,0.055,10,,3,,4.0009E+11,2001.967,2,0.07318,18.968,0.044,17.668,0.006,17.037,0.006,16.74,0.006,16.51,0.018,0.012375
1442,5.87732E+17,54:31.8,+36:30:34.6,28,0.179,0,0.5,0.214,0.071,0.036,0.714,0.179,0.714,0,0,1,J085431.83+363034.6,133.632641,36.509613,0.067,0.064,125,,3,,10021010,2002.1061,3,0.02507,17.324,0.016,15.579,0.003,14.801,0.002,14.401,0.002,14.079,0.004,0.047033
1443,5.87742E+17,26:04.8,+28:18:37.0,33,0.273,0,0,0.667,0.061,0,0.667,0.095,0.835,1,0,0,J122604.83+281836.9,186.520141,28.310269,0.072,0.059,0,,3,,1090000110,2005.0496,3,0.09941,20.274,0.103,18.422,0.01,17.414,0.007,16.902,0.007,16.544,0.014,0.087609
1444,5.87737E+17,00:06.1,+29:13:33.0,24,0.542,0,0.25,0.125,0.083,0,0.375,0.51,0.407,0,0,1,J160006.05+291332.9,240.025225,29.225825,0.039,0.036,144,,3,,10020000,2003.4724,3,0.08069,18.13,0.049,16.843,0.004,16.176,0.004,15.741,0.003,15.471,0.007,0.060227
1445,5.88018E+17,25:01.0,+31:53:25.6,46,0.522,0.022,0.087,0.196,0.174,0,0.304,0.231,0.525,0,0,1,J092501.01+315325.5,141.254222,31.890442,0.056,0.05,26,,3,,1010020000,2003.316,3,0.0888,18.845,0.036,17.698,0.008,17.146,0.007,16.762,0.007,16.567,0.015,0.04243
1446,5.88298E+17,03:11.8,+34:52:45.9,54,0.593,0,0.056,0.241,0.111,0,0.296,0.45,0.427,0,0,1,J090311.80+345245.9,135.799171,34.879429,0.095,0.078,35,,3,,1.0001E+11,2002.9498,3,0.01101,18.169,0.036,17.134,0.006,16.723,0.007,16.521,0.008,16.482,0.048,0.046124
1447,5.87739E+17,25:14.2,+13:34:02.3,43,0.93,0,0.023,0.023,0.023,0,0.047,0.917,0.06,0,1,0,J132514.18+133402.2,201.309097,13.567298,0.062,0.053,176,,3,,9.0101E+11,2004.0751,2,0.04981,17.72,0.018,15.853,0.003,14.984,0.002,14.582,0.003,14.256,0.004,0.101466
1448,5.87735E+17,14:22.2,+06:35:27.0,67,0.343,0.045,0.403,0.164,0.03,0.015,0.612,0.084,0.857,1,0,0,J081422.20+063527.0,123.592521,6.590836,0.054,0.052,97,,3,,10020100,2002.9525,2,0.09601,19.599,0.058,18.132,0.009,17.35,0.007,16.909,0.007,16.627,0.017,0.074721
1449,5.88018E+17,32:10.0,+10:29:20.2,37,0.568,0.054,0.027,0.162,0.189,0,0.243,0.297,0.441,0,0,1,J143209.99+102920.2,218.041635,10.488947,0.062,0.052,174,,3,,1810020000,2003.2452,2,0.05709,18.76,0.038,17.718,0.014,17.385,0.011,17.133,0.012,17.082,0.027,0.03673
1450,5.87745E+17,03:23.1,+15:31:50.5,30,0.733,0.1,0.1,0.067,0,0,0.267,0.387,0.613,0,0,1,J090323.05+153150.4,135.846052,15.530673,0.055,0.053,19,,3,,1010020010,2005.8412,3,0.07554,18.888,0.064,17.213,0.006,16.394,0.005,15.985,0.005,15.653,0.013,0.084926
1451,5.87726E+17,22:41.8,+59:51:06.7,52,0.154,0.019,0.712,0.115,0,0,0.846,0.154,0.846,1,0,0,J172241.79+595106.7,260.674142,59.851885,0.033,0.033,45,,3,,10021010,2000.2639,3,0.02703,16.879,0.018,15.173,0.003,14.438,0.002,14.059,0.002,13.787,0.004,0.091125
1452,5.87739E+17,49:52.8,+14:50:43.9,33,0.424,0.242,0,0.303,0.03,0,0.545,0.19,0.773,1,0,0,J124952.80+145043.8,192.470024,14.845525,0.063,0.059,0,,3,,9.0181E+11,2004.0751,2,0.08663,18.844,0.029,17.744,0.006,17.189,0.006,16.779,0.005,16.58,0.013,0.061896
1453,5.87737E+17,16:48.0,+26:07:44.9,50,0.52,0,0.24,0.22,0.02,0,0.46,0.421,0.558,0,0,1,J161647.97+260744.8,244.199893,26.129129,0.046,0.038,143,,3,,3290000000,2003.4697,3,0.04208,18.816,0.043,17.37,0.006,16.68,0.006,16.313,0.006,15.998,0.01,0.068102
1454,5.87742E+17,47:18.8,+18:55:03.3,36,0.583,0.056,0.111,0.139,0.111,0,0.306,0.497,0.387,0,0,1,J094718.79+185503.2,146.828315,18.917574,0.063,0.058,13,,3,,1010000000,2005.1943,2,0.0269,19,0.042,17.702,0.007,17.177,0.007,16.888,0.007,16.7,0.015,0.070761
1455,5.87731E+17,21:42.5,-00:02:21.8,27,0.185,0.037,0,0.704,0.074,0,0.741,0.143,0.782,1,0,0,J212142.47-000221.8,320.426966,-0.039392,0.05,0.046,90,,3,,1.00E+12,2001.7884,2,0.05077,18.515,0.034,16.477,0.004,15.559,0.003,15.109,0.003,14.762,0.006,0.029618
1456,5.87727E+17,23:59.7,-07:39:23.5,54,0.593,0.019,0.019,0.278,0.093,0,0.315,0.32,0.555,0,0,1,J222359.66-073923.4,335.998595,-7.65652,0.049,0.045,87,,3,,0004020A94000048,2000.6742,2,0.08928,18.786,0.044,17.535,0.007,16.885,0.006,16.464,0.006,16.225,0.014,0.050146
1457,5.87739E+17,29:50.4,+31:08:58.3,40,0.3,0.075,0,0.375,0.25,0,0.45,0.122,0.584,0,0,1,J092950.34+310858.3,142.459782,31.149538,0.178,0.116,25,,3,,4.0189E+11,2004.1296,2,0.02598,19.095,0.083,18.085,0.013,17.692,0.014,17.488,0.017,17.263,0.05,0.047677
1458,5.87737E+17,00:34.6,+06:36:04.8,27,0.63,0.074,0,0.185,0.074,0.037,0.259,0.509,0.37,0,0,1,J140034.63+063604.7,210.144313,6.601327,0.063,0.056,178,,3,,90020010,2003.3192,3,0.05641,19.2,0.044,17.613,0.006,16.753,0.004,16.272,0.004,15.911,0.009,0.075937
1459,5.87737E+17,59:40.1,+05:50:16.2,26,0.5,0.154,0.038,0.269,0.038,0,0.462,0.178,0.767,1,0,0,J135940.07+055016.1,209.916989,5.837831,0.055,0.055,0,,3,,90021010,2003.3192,3,0.08259,18.879,0.054,17.237,0.007,16.387,0.005,15.958,0.005,15.65,0.011,0.039957
1460,5.87743E+17,06:35.1,+14:11:35.5,35,0.743,0,0,0.171,0.029,0.057,0.171,0.468,0.403,0,0,1,J150635.13+141135.5,226.646379,14.193194,0.067,0.061,168,,3,,9.0101E+11,2005.3644,3,0.04916,19.147,0.059,18.105,0.009,17.728,0.009,17.432,0.01,17.289,0.028,0.014018
1461,5.87743E+17,58:17.3,+16:40:25.9,52,0.365,0.019,0,0.577,0.038,0,0.596,0.158,0.796,1,0,0,J105817.30+164025.8,164.572089,16.673852,0.07,0.066,5,,3,,1.90101E+12,2005.4269,3,0.09367,19.628,0.084,17.804,0.008,16.779,0.006,16.305,0.005,15.911,0.013,0.038207
1462,5.87732E+17,53:13.5,+36:09:59.4,33,0.394,0.061,0.121,0.273,0.152,0,0.455,0.14,0.663,0,0,1,J085313.46+360959.4,133.306097,36.166499,0.067,0.061,125,,3,,90000010,2002.1059,3,0.05326,18.743,0.039,17.668,0.008,17.318,0.009,17.142,0.011,16.999,0.032,0.039965
1463,5.87743E+17,07:45.3,+18:07:46.8,23,0.261,0.174,0.13,0.304,0,0.13,0.609,0.097,0.753,0,0,1,J140745.25+180746.7,211.938546,18.129655,0.11,0.09,81,,3,,4.0101E+11,2005.3563,3,0.07884,18.966,0.074,17.716,0.009,17.177,0.009,16.828,0.009,16.738,0.034,0.044462
1464,5.87742E+17,43:01.2,+24:22:13.6,66,0.394,0.015,0.273,0.303,0.015,0,0.591,0.273,0.711,0,0,1,J114301.15+242213.5,175.754799,24.370443,0.071,0.066,4,,3,,1090020030,2005.2516,3,0.0304,18.654,0.035,17.188,0.005,16.492,0.004,16.146,0.004,15.84,0.011,0.024259
1465,5.87733E+17,34:36.5,+04:50:17.8,34,0.676,0.029,0,0.118,0.176,0,0.147,0.451,0.308,0,0,1,J093436.45+045017.8,143.651885,4.838277,0.051,0.043,95,,3,,10020000,2002.1199,2,0.0887,19.412,0.048,18.154,0.008,17.521,0.006,17.116,0.006,16.905,0.014,0.036103
1466,5.87739E+17,58:04.0,+26:10:19.5,57,0.351,0.035,0.193,0.368,0.035,0.018,0.596,0.127,0.809,1,0,0,J145803.98+261019.5,224.516595,26.17209,0.055,0.052,162,,3,,000000169002004C,2004.3077,2,0.08336,19.017,0.052,17.409,0.011,16.642,0.006,16.238,0.006,15.935,0.013,0.044482
1467,5.87737E+17,03:40.7,+05:48:27.0,56,0.589,0.018,0,0.339,0.018,0.036,0.357,0.34,0.592,0,0,1,J140340.64+054826.9,210.919336,5.807493,0.053,0.05,175,,3,,4.0009E+11,2003.3192,3,0.05214,19.611,0.076,17.769,0.009,16.926,0.006,16.525,0.006,16.301,0.015,0.141669
1468,5.87742E+17,53:17.4,+14:35:26.1,49,0.816,0.061,0.02,0.02,0.082,0,0.102,0.785,0.133,0,0,1,J085317.36+143526.0,133.322333,14.590569,0.068,0.067,107,,3,,1010021000,2005.1942,2,0.07941,20.14,0.074,18.384,0.008,17.451,0.006,17.006,0.006,16.67,0.015,0.051537
1469,5.88298E+17,38:06.4,+44:50:40.8,23,0.348,0.174,0,0.435,0.043,0,0.609,0.348,0.609,0,0,1,J103806.41+445040.8,159.526711,44.844676,0.066,0.043,18,,3,,810021010,2002.95,3,0.02375,16.593,0.01,14.698,0.002,13.87,0.002,13.444,0.002,13.127,0.003,0.118029
1470,5.87734E+17,28:37.3,+39:41:56.1,69,0.42,0.058,0.13,0.29,0.087,0.014,0.478,0.371,0.527,0,0,1,J162837.29+394156.1,247.155403,39.698929,0.072,0.063,42,,3,,10021010,2002.4377,3,0.03127,17.487,0.032,15.742,0.004,14.95,0.003,14.553,0.003,14.301,0.006,0.058399
1471,5.87733E+17,58:21.3,+55:55:42.9,62,0.613,0.081,0,0.21,0.097,0,0.29,0.492,0.404,0,0,1,J115821.28+555542.8,179.588676,55.928564,0.052,0.046,95,,3,,9.0001E+11,2002.2482,3,0.06649,19.167,0.052,17.484,0.006,16.704,0.005,16.312,0.005,15.963,0.01,0.072253
1472,5.87739E+17,37:22.2,+31:03:44.8,30,0.167,0.033,0.533,0.2,0,0.067,0.767,0.051,0.876,1,0,0,J143722.15+310344.8,219.342327,31.062453,0.042,0.041,169,,3,,1010020010,2004.2913,2,0.08282,18.765,0.057,17.169,0.006,16.392,0.005,15.977,0.005,15.679,0.013,0.036373
1473,5.87724E+17,33:45.3,+13:46:01.8,24,0.25,0.458,0.042,0.25,0,0,0.75,0.169,0.831,0,0,1,J013345.33+134601.8,23.438912,13.767183,0.097,0.036,175,,3,,90021010,1999.7848,2,0.04414,17.753,0.027,16.49,0.004,15.855,0.004,15.486,0.004,15.217,0.011,0.060916
1474,5.87735E+17,03:39.7,+42:07:34.7,30,0.033,0.033,0,0.933,0,0,0.967,0.033,0.967,1,0,0,J150339.71+420734.6,225.915467,42.126301,0.069,0.048,59,,3,,1090021110,2003.1143,3,0.01734,17.154,0.03,15.991,0.004,15.529,0.004,15.331,0.005,15.181,0.017,0.02831
1475,5.87726E+17,43:58.4,+02:07:03.1,23,0.565,0.348,0,0,0.087,0,0.348,0.245,0.628,0,0,1,J114358.44+020703.1,175.993532,2.117531,0.073,0.064,90,,3,,10000000,2000.343,3,0.05172,18.561,0.038,17.385,0.007,16.965,0.009,16.702,0.016,16.488,0.023,0.036791
1476,5.87733E+17,13:56.8,+40:03:46.9,30,0.467,0.067,0.167,0.3,0,0,0.533,0.192,0.808,0,0,1,J161356.76+400346.9,243.486538,40.063044,0.057,0.057,0,,3,,90020110,2002.3529,3,0.03191,19.066,0.059,17.765,0.009,17.202,0.008,16.903,0.011,16.853,0.039,0.059129
1477,5.88011E+17,07:51.5,+61:15:59.2,24,0.708,0,0.042,0.125,0.125,0,0.167,0.615,0.252,0,0,1,J110751.53+611559.1,166.964718,61.266442,0.061,0.055,15,,3,,1010020000,2001.3749,2,0.05538,18.549,0.024,17.253,0.008,16.671,0.005,16.363,0.006,16.1,0.013,0.161382
1478,5.87738E+17,38:40.1,+48:15:40.3,41,0.171,0,0.585,0.244,0,0,0.829,0.068,0.932,1,0,0,J073840.12+481540.2,114.667168,48.261168,0.06,0.059,165,,3,,1010000010,2003.9133,2,0.08241,18.886,0.05,17.269,0.006,16.366,0.004,15.877,0.005,15.544,0.01,0.095235
1479,5.87739E+17,00:46.7,+23:54:53.1,31,0.968,0,0,0.032,0,0,0.032,0.958,0.042,0,1,0,J160046.69+235453.1,240.194565,23.914749,0.054,0.052,45,,3,,1010021010,2004.2094,2,0.04621,18.013,0.025,16.114,0.003,15.238,0.003,14.824,0.003,14.475,0.005,0.060246
1480,5.88017E+17,19:10.2,+37:17:45.6,50,0.66,0.02,0,0.2,0.12,0,0.22,0.455,0.396,0,0,1,J101910.18+371745.6,154.792428,37.296012,0.048,0.046,22,,3,,1.0101E+11,2003.0866,2,0.05396,18.62,0.022,17.568,0.006,17.069,0.006,16.739,0.006,16.573,0.016,0.097047
1481,5.87735E+17,13:30.7,+43:59:52.6,25,0,0,1,0,0,0,1,0,1,1,0,0,J101330.75+435952.5,153.378135,43.997926,0.036,0.028,21,,3,,1010021010,2002.8514,2,0.06994,17.589,0.021,16.181,0.003,15.566,0.003,15.202,0.003,14.982,0.008,0.07125
1482,5.8774E+17,03:01.2,+32:46:30.0,32,0.281,0.125,0.031,0.188,0.312,0.062,0.344,0.14,0.435,0,0,1,J130301.14+324630.0,195.754784,32.775011,0.156,0.102,84,,3,,4.0101E+11,2004.3158,3,0.06682,19.369,0.089,18.036,0.015,17.574,0.013,17.332,0.024,17.297,0.077,0.045559
1483,5.8773E+17,08:05.9,+06:02:26.4,26,0.269,0.038,0.192,0.462,0.038,0,0.692,0.046,0.906,1,0,0,J150805.94+060226.3,227.024762,6.040656,0.061,0.049,175,,3,,10021000,2001.4571,3,0.09279,19.189,0.045,17.997,0.01,17.435,0.007,17.067,0.009,16.888,0.02,0.057466
1484,5.88018E+17,40:58.7,+46:28:07.4,26,0.923,0,0,0.038,0.038,0,0.038,0.885,0.075,0,1,0,J144058.70+462807.3,220.244606,46.468704,0.05,0.039,62,,3,,90021010,2003.2456,3,0.06859,18.65,0.037,16.778,0.004,15.847,0.003,15.395,0.003,15.056,0.007,0.080781
1485,5.8801E+17,45:42.3,+02:55:24.1,38,0.658,0,0.026,0.026,0.184,0.105,0.053,0.518,0.117,0,0,1,J084542.29+025524.0,131.426217,2.923351,0.063,0.044,94,,3,,10021110,2001.1398,2,0.07683,20.615,0.126,18.629,0.011,17.74,0.008,17.299,0.007,16.972,0.018,0.047966
1486,5.87742E+17,07:42.1,+24:42:38.8,64,0.906,0,0.016,0.047,0.031,0,0.062,0.906,0.062,0,1,0,J110742.04+244238.7,166.925202,24.710761,0.064,0.061,6,,3,,1010000010,2005.0962,3,0.09633,19.351,0.039,17.382,0.005,16.401,0.004,15.978,0.004,15.615,0.006,0.064134
1487,5.87734E+17,54:14.5,+45:46:22.3,25,0.56,0.04,0,0.28,0.12,0,0.32,0.488,0.388,0,0,1,J155414.52+454622.4,238.560521,45.772888,0.049,0.047,45,,3,,9.0001E+11,2002.4374,3,0.05627,19.05,0.034,17.763,0.006,17.106,0.006,16.701,0.006,16.446,0.015,0.109793
1488,5.87739E+17,40:52.0,+30:53:03.1,52,0.385,0.038,0.115,0.308,0.154,0,0.462,0.169,0.643,0,0,1,J144052.02+305303.0,220.216768,30.884188,0.062,0.052,70,,3,,1.20294E+11,2004.2883,3,0.05307,18.707,0.04,17.429,0.007,16.878,0.007,16.557,0.007,16.327,0.015,0.076573
1489,5.87725E+17,03:37.7,+55:51:08.6,23,0.87,0.043,0.043,0.043,0,0,0.13,0.87,0.13,0,0,1,J090337.69+555108.5,135.907048,55.852381,0.038,0.035,31,,3,,10000010,2000.258,2,0.08201,19.543,0.047,17.772,0.006,16.983,0.005,16.593,0.005,16.323,0.01,0.031169
1490,5.87737E+17,46:37.5,+13:00:56.7,49,0.673,0.041,0.02,0.102,0.143,0.02,0.163,0.606,0.225,0,0,1,J144637.47+130056.7,221.656159,13.015761,0.058,0.043,171,,3,,10000010,2003.4094,3,0.02899,19.318,0.059,17.989,0.008,17.39,0.007,17.154,0.008,16.922,0.017,0.04807
1491,5.87738E+17,17:24.1,+51:43:55.5,28,0.321,0.107,0.107,0.464,0,0,0.679,0.287,0.713,0,0,1,J081724.12+514355.4,124.350536,51.732065,0.052,0.043,145,,3,,1010021010,2003.8123,3,0.04261,17.465,0.015,15.544,0.003,14.674,0.002,14.233,0.002,13.886,0.004,0.067287
1492,5.87739E+17,15:42.1,+19:38:15.3,32,0,0,0.969,0.031,0,0,1,0,1,1,0,0,J161542.13+193815.2,243.925552,19.637578,0.049,0.036,61,,3,,1010021010,2004.2886,2,0.03359,17.027,0.019,15.467,0.003,14.645,0.002,14.25,0.002,13.924,0.004,0.039611
1493,5.87724E+17,25:39.6,-08:44:28.5,45,0.067,0.489,0,0.133,0.156,0.156,0.622,0.024,0.654,0,0,1,J022539.62-084428.4,36.415098,-8.741239,0.087,0.06,5,,3,,4.0009E+11,1999.7849,2,0.05345,18.587,0.046,17.487,0.008,17.116,0.009,16.93,0.012,16.943,0.066,0.104137
1494,5.87726E+17,43:28.2,+03:47:01.4,18,0.889,0,0,0.111,0,0,0.111,0.861,0.139,0,1,0,J144328.19+034701.3,220.867489,3.783716,0.043,0.037,86,,3,,1.00005E+12,2000.357,3,0.05948,17.557,0.018,15.909,0.003,15.059,0.003,14.608,0.003,14.252,0.005,0.045176
1495,5.88007E+17,06:11.5,+59:41:24.3,33,0.152,0,0,0.788,0.061,0,0.788,0.032,0.901,0,0,1,J100611.52+594124.2,151.548005,59.69007,0.059,0.039,120,,3,,4.0109E+11,2000.2607,3,0.08831,20.044,0.1,18.438,0.013,17.764,0.01,17.311,0.011,16.992,0.026,0.048771
