ID,OBJID,RA,DEC,NVOTE,P_EL,P_CW,P_ACW,P_EDGE,P_DK,P_MG,P_CS,P_EL_DEBIASED,P_CS_DEBIASED,SPIRAL,ELLIPTICAL,UNCERTAIN,SDSS,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,q_mode,cl,m_SDSS,flags,ObsDate,Q,zsp,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,angDist
85,5.87739E+17,15:26.0,+33:09:26.0,34,0.147,0.412,0,0.412,0.029,0,0.824,0.147,0.824,1,0,0,J131526.03+330926.0,198.858484,33.157223,0.052,0.048,83,,3,,10020058,2004.2828,3,0.01626,17.229,0.016,16.052,0.004,15.538,0.003,15.295,0.003,15.122,0.009,0.04821
86,5.87735E+17,52:12.0,+32:58:47.8,36,0.5,0,0.056,0.278,0.111,0.056,0.333,0.277,0.516,0,0,1,J085212.01+325847.8,133.050069,32.979956,0.037,0.035,45,,3,,9.0109E+11,2002.8513,3,0.07795,18.422,0.041,17.02,0.005,16.347,0.005,15.937,0.005,15.694,0.013,0.059908
87,5.87734E+17,58:35.5,+58:19:58.2,23,0.478,0,0.087,0.348,0.043,0.043,0.435,0.173,0.705,0,0,1,J135835.44+581958.0,209.647693,58.332802,0.051,0.042,69,,3,,1.0329E+11,2002.4372,2,0.06035,19.667,0.069,18.265,0.01,17.605,0.011,17.254,0.011,16.985,0.024,0.116302
88,5.87735E+17,39:21.8,+29:33:13.5,26,0.731,0,0.038,0.192,0.038,0,0.231,0.305,0.619,0,0,1,J083921.78+293313.5,129.840752,29.553756,0.046,0.045,27,,3,,1010020010,2003.0671,2,0.064,19.246,0.046,18.157,0.008,17.722,0.008,17.395,0.009,17.223,0.025,0.022388
89,5.8774E+17,00:17.0,+18:45:38.9,33,0.576,0.03,0.03,0.364,0,0,0.424,0.553,0.447,0,0,1,J160017.01+184538.9,240.070892,18.760807,0.059,0.049,155,,3,,00000012B0020200,2004.3926,3,0.04598,18.607,0.031,16.919,0.005,16.118,0.005,15.699,0.005,15.359,0.008,0.058518
90,5.87727E+17,26:27.1,+13:35:39.2,24,0,0.042,0,0.958,0,0,1,0,1,1,0,0,J222627.10+133539.1,336.612917,13.594218,0.074,0.052,7,,3,,890020158,2000.74,3,0.02238,19.651,0.092,18.32,0.012,17.748,0.012,17.459,0.014,17.293,0.054,0.015175
91,5.87736E+17,36:52.4,+39:15:27.6,35,0.057,0.057,0.714,0.114,0.029,0.029,0.886,0.016,0.925,1,0,0,J103652.39+391527.5,159.218299,39.257663,0.066,0.054,18,,3,,10021110,2003.1795,3,0.03425,19.144,0.064,17.985,0.011,17.58,0.011,17.341,0.014,17.163,0.035,0.024105
92,5.87733E+17,41:32.8,+07:12:05.8,40,0.675,0.2,0,0.125,0,0,0.325,0.341,0.659,0,0,1,J114132.82+071205.7,175.38677,7.201606,0.053,0.05,90,,3,,1.0001E+11,2002.1745,3,0.09026,18.872,0.06,17.096,0.006,16.184,0.004,15.762,0.004,15.399,0.01,0.079478
93,5.87742E+17,19:43.8,+26:07:08.0,64,0.062,0.016,0.016,0.891,0.016,0,0.922,0.022,0.962,1,0,0,J111943.77+260707.9,169.932399,26.118879,0.07,0.053,7,,3,,1010020000,2005.0472,3,0.04846,18.89,0.038,17.691,0.009,17.215,0.009,16.886,0.008,16.618,0.019,0.067274
94,5.88011E+17,21:25.5,+04:14:06.4,44,0.614,0.068,0,0.227,0.091,0,0.295,0.339,0.537,0,0,1,J122125.45+041406.3,185.356067,4.2351,0.059,0.045,0,,3,,10020100,2001.29,2,0.0769,20.01,0.091,18.378,0.01,17.576,0.008,17.142,0.007,16.879,0.019,0.071092
95,5.87743E+17,48:44.4,+12:33:55.9,33,0,1,0,0,0,0,1,0,1,1,0,0,J154844.38+123355.8,237.184915,12.565511,0.064,0.055,165,,3,,1010021310,2005.3536,3,0.09637,17.043,0.019,16.182,0.004,15.427,0.003,14.941,0.004,14.673,0.008,0.060704
96,5.87739E+17,29:57.4,+14:11:33.3,63,0.746,0,0.032,0.095,0.127,0,0.127,0.746,0.127,0,0,1,J132957.38+141133.3,202.489117,14.192591,0.061,0.059,82,,3,,1010000000,2004.0751,2,0.08374,19.97,0.056,18.073,0.007,17.193,0.006,16.824,0.006,16.51,0.013,0.03937
97,5.87738E+17,51:06.2,+52:45:24.1,58,0.017,0.017,0.879,0.034,0,0.052,0.931,0.011,0.937,1,0,0,J075106.17+524524.0,117.775721,52.756666,0.053,0.052,151,,3,,90021110,2003.9133,2,0.04977,18.25,0.04,16.584,0.005,15.746,0.004,15.285,0.004,14.923,0.008,0.106286
98,5.87726E+17,09:33.1,+01:40:23.0,30,0,0.967,0,0,0.033,0,0.967,0,0.967,1,0,0,J130933.13+014023.0,197.388046,1.673062,0.053,0.045,0,,3,,10021110,2000.3431,3,0.01883,15.424,0.009,13.496,0.002,12.647,0.002,12.218,0.002,11.915,0.002,0.027908
99,5.88018E+17,26:17.3,+07:55:46.0,57,0.982,0.018,0,0,0,0,0.018,0.972,0.028,0,1,0,J132617.31+075546.0,201.572154,7.929447,0.061,0.058,0,,3,,9.0101E+11,2003.2482,3,0.04996,18.533,0.033,16.728,0.004,15.915,0.003,15.501,0.004,15.206,0.007,0.045974
100,5.88018E+17,07:05.6,+08:46:07.8,29,0.793,0.069,0.034,0.034,0.034,0.034,0.138,0.656,0.264,0,0,1,J150705.56+084607.7,226.77318,8.768826,0.053,0.049,170,,3,,1010020010,2003.2453,2,0.07775,19.296,0.057,17.47,0.006,16.544,0.004,16.113,0.004,15.766,0.007,0.054301
101,5.87727E+17,26:57.9,-07:01:17.5,41,0,0.976,0.024,0,0,0,1,0,1,1,0,0,J212657.85-070117.5,321.741057,-7.021534,0.053,0.044,83,,3,,10021010,2000.6741,2,0.02467,16.292,0.024,14.481,0.003,13.665,0.002,13.25,0.002,12.954,0.005,0.058875
102,5.87741E+17,24:28.7,+16:12:31.8,31,0.065,0.226,0.032,0.677,0,0,0.935,0.04,0.96,1,0,0,J082428.71+161231.8,126.119641,16.208837,0.081,0.06,115,,3,,4.00001E+12,2004.951,3,0.02234,17.533,0.032,16.31,0.005,15.805,0.006,15.565,0.008,15.454,0.021,0.089497
103,5.87729E+17,32:10.5,+45:25:26.6,25,0,0,0,1,0,0,1,0,1,1,0,0,J083210.47+452526.6,128.043652,45.424078,0.063,0.05,140,,3,,10020110,2001.0715,2,0.05176,18.732,0.051,17.432,0.007,16.848,0.006,16.485,0.006,16.165,0.016,0.105808
104,5.87742E+17,22:57.4,+21:32:29.8,26,0.038,0,0,0.962,0,0,0.962,0.007,0.993,1,0,0,J142257.37+213229.8,215.739071,21.541625,0.064,0.061,169,,3,,1010021110,2005.2519,2,0.07633,19.566,0.072,17.803,0.007,16.974,0.005,16.447,0.005,16.072,0.01,0.065144
105,5.87726E+17,05:24.2,+53:49:50.5,55,0.509,0,0,0.073,0.273,0.145,0.073,0.421,0.117,0,0,1,J160524.16+534950.4,241.350667,53.830684,0.046,0.041,40,,3,,10000010,2000.3212,2,0.06631,19.569,0.052,18.239,0.008,17.568,0.007,17.168,0.007,16.958,0.024,0.037799
106,5.87737E+17,03:32.4,+39:15:18.5,38,0.158,0.026,0.658,0.132,0.026,0,0.816,0.056,0.915,1,0,0,J140332.35+391518.4,210.884799,39.255136,0.047,0.044,71,,3,,4.00001E+12,2003.3246,2,0.07595,17.928,0.018,16.652,0.004,16.114,0.003,15.789,0.004,15.549,0.008,0.022924
107,5.87729E+17,15:52.5,+00:05:18.0,27,0.926,0.037,0,0.037,0,0,0.074,0.884,0.116,0,1,0,J101552.49+000517.9,153.968746,0.088327,0.05,0.045,0,,3,,8.0001E+11,2001.1454,3,0.07159,18.606,0.052,16.5,0.004,15.444,0.003,14.94,0.003,14.52,0.007,0.026917
108,5.87737E+17,39:37.8,+06:09:12.9,66,0,0.985,0,0,0,0.015,0.985,0,0.985,1,0,0,J133937.81+060912.9,204.90754,6.153591,0.064,0.061,0,,3,,10021110,2003.3191,3,0.02323,16.359,0.019,15.122,0.004,14.62,0.003,14.355,0.004,14.6,0.013,0.028306
109,5.88018E+17,54:02.7,+34:06:47.9,31,0.032,0,0.839,0.065,0.032,0.032,0.903,0.006,0.928,1,0,0,J095402.68+340647.8,148.511202,34.113298,0.053,0.051,109,,3,,1010000000,2003.316,3,0.09804,18.583,0.04,17.454,0.007,17.006,0.006,16.701,0.007,16.542,0.021,0.032771
110,5.87743E+17,16:01.2,+18:34:34.2,35,0.257,0,0.657,0.086,0,0,0.743,0.154,0.846,1,0,0,J141601.21+183434.1,214.005062,18.576156,0.074,0.071,83,,3,,1.0101E+11,2005.3563,3,0.05517,17.757,0.025,16.203,0.004,15.445,0.003,15.04,0.003,14.75,0.006,0.08196
111,5.88024E+17,54:06.0,+18:47:19.7,32,0.406,0.188,0.031,0.375,0,0,0.594,0.113,0.887,1,0,0,J125406.00+184719.6,193.525027,18.788793,0.079,0.066,177,,3,,1010020010,2005.2522,2,0.06373,19.916,0.081,18.166,0.009,17.315,0.006,16.928,0.006,16.609,0.013,0.067377
112,5.8774E+17,35:11.1,+28:32:10.4,28,0.071,0,0,0.929,0,0,0.929,0.023,0.977,1,0,0,J133511.11+283210.3,203.796298,28.536217,0.054,0.045,171,,3,,1810000058,2004.3896,3,0.0262,19.054,0.046,17.834,0.007,17.349,0.007,17.075,0.008,16.839,0.024,0.027597
113,5.88849E+17,21:46.5,+00:12:55.2,32,0,0.031,0.969,0,0,0,1,0,1,1,0,0,J132146.47+001255.2,200.443664,0.215336,0.06,0.048,0,,3,,1.0101E+11,1999.2208,3,0.03416,16.976,0.02,15.269,0.003,14.679,0.003,14.338,0.003,14.272,0.009,0.0133
114,5.87742E+17,03:09.8,+21:20:55.1,28,0.464,0.036,0.036,0.393,0.071,0,0.464,0.267,0.65,0,0,1,J110309.77+212055.0,165.790744,21.348626,0.072,0.056,7,,3,,10020000,2005.1891,3,0.05478,19.662,0.059,18.19,0.009,17.426,0.008,17.032,0.007,16.692,0.017,0.050428
115,5.88016E+17,22:33.4,+00:28:17.9,62,0.645,0.048,0.032,0.21,0.065,0,0.29,0.304,0.595,0,0,1,J232233.34+002817.8,350.638949,0.471627,0.059,0.049,0,,3,,10000000,2002.6784,2,0.09027,19.224,0.054,17.848,0.009,17.198,0.007,16.781,0.007,16.521,0.017,0.054605
116,5.87729E+17,08:44.2,+04:44:18.1,20,0.55,0.05,0.05,0.2,0.15,0,0.3,0.408,0.426,0,0,1,J130844.17+044418.1,197.184079,4.738365,0.05,0.049,90,,3,,10020110,2001.2138,2,0.04383,23.381,1.383,17.683,0.006,17.341,0.006,17.08,0.006,16.95,0.017,0.021233
117,5.8774E+17,23:52.7,+23:32:51.2,37,0,0.027,0.973,0,0,0,1,0,1,1,0,0,J152352.73+233251.2,230.969735,23.54757,0.07,0.059,68,,3,,1010021110,2004.3675,3,0.02909,17.425,0.051,15.351,0.004,14.67,0.003,14.361,0.004,14.252,0.013,0.101939
118,5.87745E+17,14:17.4,+09:37:10.3,39,0.564,0,0,0.077,0.308,0.051,0.077,0.551,0.089,0,0,1,J081417.36+093710.2,123.572362,9.619518,0.055,0.043,17,,3,,9.0101E+11,1994.1724,3,0.05198,20.036,0.057,18.206,0.007,17.328,0.005,16.915,0.005,16.605,0.011,0.058097
119,5.88849E+17,56:33.5,+00:45:03.1,34,0.118,0.676,0,0.088,0.118,0,0.765,0.038,0.837,0,0,1,J095633.51+004503.1,149.139635,0.750872,0.059,0.048,0,,3,,1014020048,1999.2204,3,0.04621,17.884,0.027,16.896,0.007,16.566,0.007,16.397,0.01,16.238,0.023,0.053473
120,5.87729E+17,48:37.2,+05:44:52.7,36,0.472,0.083,0,0.389,0.056,0,0.472,0.314,0.624,0,0,1,J124837.23+054452.6,192.155131,5.747963,0.069,0.053,179,,3,,10000000,2001.2138,2,0.03952,18.754,0.031,17.703,0.007,17.316,0.009,17.025,0.01,16.861,0.017,0.039893
121,5.87738E+17,05:36.5,+20:02:31.0,57,0.386,0.018,0.018,0.491,0.088,0,0.526,0.084,0.794,0,0,1,J080536.49+200231.0,121.402076,20.041944,0.055,0.049,126,,3,,1010020100,2003.9707,2,0.09061,20.68,0.152,18.963,0.016,17.967,0.011,17.452,0.014,17.009,0.021,0.024827
122,5.87726E+17,32:18.2,+60:04:39.9,29,0.069,0.172,0.138,0.621,0,0,0.931,0.069,0.931,1,0,0,J173218.24+600439.9,263.076003,60.077749,0.035,0.035,45,,3,,4.00001E+12,2000.2641,2,0.02836,17.131,0.016,16.031,0.004,15.605,0.003,15.367,0.004,15.191,0.01,0.006564
123,5.87737E+17,25:44.0,+20:22:33.0,37,0.324,0.027,0,0.622,0.027,0,0.649,0.091,0.875,1,0,0,J162544.03+202232.9,246.433464,20.375832,0.055,0.052,58,,3,,890000010,2003.4805,3,0.09578,19.27,0.044,17.939,0.007,17.16,0.005,16.623,0.005,16.295,0.012,0.019915
124,5.87739E+17,23:09.6,+36:40:45.9,28,0.143,0.107,0.214,0.5,0.036,0,0.821,0.043,0.918,1,0,0,J112309.55+364045.8,170.789827,36.679407,0.103,0.057,8,,3,,1010020010,2004.0834,2,0.03612,19.029,0.057,18.048,0.009,17.729,0.012,17.511,0.014,17.389,0.055,0.039165
125,5.87733E+17,44:12.6,+07:21:21.8,30,0.567,0,0.267,0.067,0.1,0,0.333,0.23,0.619,0,0,1,J114412.59+072121.7,176.052488,7.356045,0.052,0.051,90,,3,,3290020000,2002.1745,3,0.07913,19.044,0.043,17.746,0.007,17.126,0.007,16.81,0.007,16.532,0.015,0.057013
126,5.87734E+17,23:28.1,+39:11:29.1,27,0,0,1,0,0,0,1,0,1,1,0,0,J162328.05+391129.0,245.866898,39.191408,0.062,0.053,132,,3,,10021010,2002.4374,3,0.03005,17.197,0.031,15.515,0.003,14.803,0.003,14.426,0.003,14.289,0.007,0.060499
127,5.87726E+17,44:06.8,+53:22:24.6,25,0.96,0.04,0,0,0,0,0.04,0.922,0.078,0,1,0,J084406.83+532224.6,131.028462,53.373506,0.052,0.041,138,,3,,9.0001E+11,2000.3374,2,0.08444,19.052,0.061,17.004,0.006,16.026,0.004,15.583,0.004,15.232,0.008,0.099553
128,5.87729E+17,49:01.2,+03:38:01.7,53,0.283,0.019,0.075,0.566,0.057,0,0.66,0.059,0.87,0,0,1,J084901.20+033801.7,132.255027,3.633807,0.095,0.056,94,,3,,2E+14,2001.1394,3,0.07306,19.362,0.053,18.051,0.009,17.546,0.018,17.197,0.01,17.021,0.024,0.052731
129,5.88018E+17,10:43.2,+11:18:34.7,49,0.388,0.02,0,0.592,0,0,0.612,0.234,0.766,1,0,0,J131043.16+111834.6,197.679864,11.309628,0.054,0.049,87,,3,,1810021010,2003.2451,2,0.06928,18.697,0.043,16.702,0.005,15.721,0.003,15.233,0.003,14.851,0.005,0.055327
130,5.87742E+17,01:44.7,+17:48:39.4,23,0.913,0,0.043,0,0.043,0,0.043,0.88,0.075,0,1,0,J100144.71+174839.3,150.436317,17.810931,0.071,0.06,13,,3,,1010021010,2005.189,3,0.0707,18.128,0.026,16.158,0.004,15.198,0.003,14.737,0.003,14.421,0.004,0.074166
131,5.8774E+17,37:09.5,+25:15:03.1,38,0.289,0.026,0,0.684,0,0,0.711,0.289,0.711,0,0,1,J143709.54+251503.0,219.289754,25.250859,0.055,0.043,164,,3,,9.0109E+11,2004.3924,3,0.034,17.21,0.022,15.019,0.003,13.96,0.002,13.42,0.002,12.997,0.003,0.014797
132,5.87731E+17,51:26.3,+00:39:07.2,59,0.78,0.017,0.051,0.136,0.017,0,0.203,0.629,0.352,0,0,1,J005126.26+003907.1,12.859423,0.651988,0.047,0.041,90,,3,,890000030,2001.7888,3,0.06798,18.441,0.033,16.48,0.004,15.515,0.003,15.04,0.003,14.677,0.005,0.048623
133,5.87736E+17,50:34.8,+56:01:05.2,62,0.258,0,0,0.726,0.016,0,0.726,0.202,0.782,1,0,0,J135034.78+560105.2,207.644955,56.018111,0.048,0.037,72,,3,,1010000000,2003.188,2,0.06776,19.344,0.041,17.406,0.005,16.508,0.004,16.085,0.004,15.775,0.008,0.076972
134,5.87726E+17,30:39.7,+61:48:00.7,59,0.797,0.017,0,0.119,0.068,0,0.136,0.732,0.198,0,0,1,J093039.69+614800.6,142.665413,61.800181,0.032,0.03,135,,3,,10021010,2000.3208,2,0.09138,19.69,0.057,17.771,0.007,16.81,0.005,16.381,0.005,16.033,0.01,0.080556
135,5.87726E+17,49:04.7,+57:16:43.5,28,0.75,0,0.036,0.214,0,0,0.25,0.75,0.25,0,0,1,J084904.70+571643.4,132.269594,57.278732,0.05,0.036,137,,3,,9.0001E+11,2000.3374,2,0.04094,18.912,0.046,17.072,0.005,16.188,0.004,15.764,0.004,15.407,0.008,0.068215
136,5.87729E+17,35:39.6,+53:31:37.5,28,0.5,0,0.25,0.25,0,0,0.5,0.282,0.718,1,0,0,J093539.63+533137.4,143.91513,53.52708,0.039,0.035,31,,3,,890021010,2001.145,2,0.05772,18.017,0.02,16.883,0.004,16.392,0.004,16.059,0.004,15.847,0.01,0.079559
137,5.87726E+17,36:11.9,+02:37:59.0,56,0.339,0.071,0.089,0.393,0.071,0.036,0.554,0.076,0.782,0,0,1,J153611.91+023758.9,234.049633,2.633053,0.054,0.05,176,,3,,9.0001E+11,2000.3571,3,0.09659,19.448,0.087,18.144,0.01,17.485,0.009,17.114,0.009,16.886,0.027,0.030355
138,5.87723E+17,43:39.2,+00:26:10.6,47,0.149,0,0.064,0.766,0.021,0,0.83,0.029,0.947,1,0,0,J154339.23+002610.5,235.913496,0.436269,0.054,0.051,90,,3,,190000110,1999.2183,3,0.08781,19.53,0.06,18.381,0.011,17.876,0.01,17.584,0.013,17.47,0.034,0.034553
139,5.87736E+17,35:24.6,+26:38:04.4,52,0.231,0,0.038,0.731,0,0,0.769,0.098,0.902,1,0,0,J163524.57+263804.3,248.852406,26.634553,0.057,0.053,45,,3,,10000000,2003.1936,3,0.07109,19.991,0.058,18.204,0.009,17.314,0.006,16.892,0.007,16.589,0.015,0.035501
140,5.87726E+17,21:49.8,+67:11:26.8,46,0.022,0,0.957,0.022,0,0,0.978,0.014,0.986,1,0,0,J132149.76+671126.8,200.457372,67.190791,0.032,0.024,75,,3,,10021058,2000.2636,3,0.05449,18.332,0.039,16.941,0.006,16.308,0.005,15.954,0.005,15.703,0.013,0.047829
141,5.87742E+17,40:44.0,+19:40:49.4,66,0.5,0.015,0.091,0.303,0.091,0,0.409,0.303,0.59,0,0,1,J144044.04+194049.4,220.183531,19.680399,0.061,0.059,75,,3,,1010021010,2005.1948,3,0.05468,19.338,0.048,18.109,0.007,17.62,0.007,17.307,0.008,17.112,0.019,0.051046
142,5.87726E+17,53:11.1,+01:19:11.4,27,0.704,0,0,0.148,0.148,0,0.148,0.697,0.155,0,0,1,J145311.11+011911.4,223.296331,1.319839,0.049,0.045,0,,3,,90020010,2000.3433,3,0.08751,19.938,0.085,17.948,0.007,16.993,0.005,16.526,0.005,16.169,0.01,0.022162
143,5.87732E+17,06:34.4,+57:25:17.0,27,0.815,0,0.037,0.074,0.074,0,0.111,0.745,0.177,0,0,1,J120634.36+572517.0,181.643191,57.421411,0.069,0.057,3,,3,,9.0001E+11,2001.9671,2,0.06472,19.518,0.051,17.611,0.006,16.719,0.004,16.306,0.004,15.97,0.009,0.09274
144,5.87737E+17,25:45.7,+27:53:25.0,62,0.355,0.016,0,0.29,0.21,0.129,0.306,0.188,0.416,0,0,1,J152545.72+275324.9,231.440538,27.890269,0.054,0.047,153,,3,,00000008100A0010,2003.4803,3,0.06715,18.871,0.031,17.993,0.006,17.682,0.007,17.395,0.007,17.334,0.028,0.033625
145,5.87733E+17,59:59.7,+47:14:36.4,28,0.393,0.107,0.107,0.393,0,0,0.607,0.125,0.875,1,0,0,J145959.70+471436.4,224.998748,47.243452,0.063,0.059,62,,3,,10000100,2002.3495,3,0.08857,19.557,0.069,17.75,0.007,16.856,0.006,16.375,0.005,15.981,0.012,0.027442
146,5.87743E+17,59:29.6,+15:56:43.2,24,0.042,0,0.083,0.708,0,0.167,0.792,0.025,0.807,0,0,1,J135929.63+155643.2,209.873467,15.945334,0.068,0.067,90,,3,,1010021110,2005.3588,2,0.05983,18.457,0.043,17.241,0.006,16.74,0.006,16.401,0.006,16.192,0.018,0.029975
147,5.8773E+17,31:51.9,-02:52:19.5,30,1,0,0,0,0,0,0,1,0,0,1,0,J133151.86-025219.5,202.966116,-2.872088,0.051,0.046,0,,3,,10021110,2001.3942,3,0.0865,18.002,0.051,15.949,0.004,14.975,0.003,14.497,0.003,14.15,0.006,0.036542
148,5.87734E+17,44:54.9,+34:11:11.2,29,0.862,0,0.103,0.034,0,0,0.138,0.618,0.382,0,0,1,J164454.94+341111.2,251.228925,34.186461,0.069,0.058,127,,3,,10021010,2002.4375,3,0.08377,19.722,0.087,17.809,0.007,16.883,0.005,16.446,0.005,16.111,0.011,0.064455
149,5.8773E+17,40:59.1,-01:23:13.7,27,0.778,0,0.037,0.185,0,0,0.222,0.63,0.37,0,0,1,J134059.10-012313.6,205.246282,-1.387126,0.042,0.041,0,,3,,10000000,2001.3941,3,0.07063,19.724,0.068,17.779,0.007,16.878,0.005,16.456,0.005,16.138,0.011,0.057867
150,5.88018E+17,08:06.9,+40:15:58.7,30,0.6,0,0,0.133,0.267,0,0.133,0.51,0.203,0,0,1,J130806.91+401558.7,197.028789,40.266316,0.039,0.033,172,,3,,1010021000,2003.3163,3,0.07181,20.395,0.094,18.552,0.009,17.698,0.007,17.291,0.007,16.994,0.018,0.038483
151,5.88017E+17,00:27.9,+40:25:11.1,34,0.382,0.029,0.147,0.265,0.147,0.029,0.441,0.124,0.645,0,0,1,J150027.90+402511.0,225.116249,40.419727,0.072,0.063,62,,3,,1010020000,2003.1772,3,0.06341,18.902,0.031,17.842,0.007,17.446,0.007,17.147,0.009,17.002,0.021,0.082954
152,5.87732E+17,49:31.2,+49:36:23.7,41,0.122,0,0.439,0.317,0.122,0,0.756,0.043,0.827,1,0,0,J114931.15+493623.7,177.379808,49.606592,0.05,0.049,13,,3,,810020010,2002.1064,2,0.05509,18.343,0.029,17.056,0.006,16.532,0.005,16.166,0.005,15.965,0.013,0.067035
153,5.87746E+17,13:21.4,+18:11:35.1,33,0.455,0,0.061,0.455,0,0.03,0.515,0.096,0.857,1,0,0,J161321.37+181135.1,243.339043,18.193085,0.079,0.065,153,,3,,1.0101E+11,1994.5445,3,0.09099,19.505,0.065,18.068,0.008,17.397,0.007,17.017,0.008,16.783,0.024,0.007207
154,5.87737E+17,28:39.8,+12:39:39.7,24,0.333,0.083,0.125,0.375,0.083,0,0.583,0.076,0.816,1,0,0,J142839.82+123939.7,217.165928,12.661029,0.06,0.055,170,,3,,10000110,2003.4721,3,0.07718,19.764,0.078,18.202,0.009,17.455,0.007,17.062,0.007,16.773,0.019,0.039648
155,5.88024E+17,16:09.1,+18:33:35.3,34,0.382,0.029,0.029,0.559,0,0,0.618,0.139,0.861,1,0,0,J151609.11+183335.3,229.03797,18.559818,0.064,0.057,162,,3,,1010000010,2005.2713,2,0.09126,20.634,0.145,18.424,0.009,17.377,0.006,16.885,0.005,16.514,0.014,0.060165
156,5.88018E+17,22:36.9,+07:54:57.5,35,0.086,0.086,0,0.8,0.029,0,0.886,0.042,0.928,1,0,0,J152236.94+075457.4,230.653955,7.91597,0.048,0.042,82,,3,,1010020210,2003.2453,2,0.04213,19.875,0.077,18.035,0.008,17.237,0.006,16.822,0.006,16.551,0.012,0.014443
157,5.87729E+17,50:47.5,+00:28:56.8,59,0.746,0.034,0.034,0.102,0.085,0,0.169,0.556,0.338,0,0,1,J105047.52+002856.7,162.698032,0.48244,0.112,0.084,0,,3,,1010000000,1995.5409,3,0.03811,19.949,0.092,18.445,0.014,17.683,0.018,17.347,0.022,17.042,0.023,0.185837
158,5.87733E+17,01:30.4,+59:22:52.0,24,0.625,0.042,0,0.208,0.125,0,0.25,0.298,0.509,0,0,1,J130130.37+592251.9,195.376569,59.38109,0.053,0.044,81,,3,,810000010,2002.1204,2,0.06658,18.655,0.032,17.718,0.007,17.299,0.006,16.906,0.006,16.742,0.018,0.19442
159,5.87738E+17,31:59.8,+15:49:34.5,28,0.429,0,0,0.571,0,0,0.571,0.282,0.718,1,0,0,J113159.77+154934.4,172.999078,15.826246,0.062,0.059,0,,3,,1010021000,2003.9822,3,0.08128,19.125,0.042,17.236,0.017,16.204,0.004,15.771,0.004,15.481,0.023,0.023274
160,5.8774E+17,47:04.2,+21:54:29.3,24,0.542,0.083,0.042,0.292,0.042,0,0.417,0.292,0.656,0,0,1,J144704.14+215429.3,221.767289,21.908147,0.06,0.06,0,,3,,4.0101E+11,2004.4497,3,0.06266,18.475,0.05,17.104,0.006,16.46,0.005,16.114,0.005,15.898,0.013,0.030526
161,5.87732E+17,26:42.7,+36:39:44.6,21,0.048,0.762,0.095,0,0,0.095,0.857,0.009,0.892,1,0,0,J082642.72+363944.6,126.678032,36.662388,0.071,0.064,131,,3,,4.0001E+11,2001.9558,3,0.08303,19.093,0.058,17.991,0.01,17.699,0.011,17.495,0.013,17.42,0.043,0.028337
162,5.87742E+17,21:51.8,+22:08:48.0,29,0.069,0,0.207,0.724,0,0,0.931,0.028,0.972,1,0,0,J092151.79+220847.9,140.465816,22.146653,0.068,0.044,20,,3,,1010000010,2004.9565,2,0.0341,18.142,0.035,17.008,0.006,16.578,0.006,16.347,0.008,16.249,0.024,0.075717
163,5.88018E+17,09:11.5,+10:27:50.4,59,0.729,0.051,0.034,0.153,0.034,0,0.237,0.344,0.595,0,0,1,J130911.47+102750.4,197.297797,10.464001,0.069,0.064,176,,3,,9.0101E+11,2003.3187,3,0.08679,19.553,0.087,17.671,0.009,16.826,0.006,16.416,0.006,16.156,0.014,0.019139
164,5.87732E+17,49:19.2,+47:19:39.5,27,0.704,0,0,0.111,0.185,0,0.111,0.622,0.18,0,0,1,J134919.18+471939.4,207.329924,47.327635,0.052,0.044,72,,3,,10021000,2002.1065,3,0.05882,19.013,0.036,17.982,0.007,17.58,0.007,17.283,0.007,17.198,0.021,0.022816
165,5.88017E+17,15:10.1,+23:30:54.4,31,0.516,0,0,0.194,0.29,0,0.194,0.232,0.349,0,0,1,J081510.14+233054.3,123.792255,23.515099,0.059,0.051,38,,3,,1010020058,2003.0778,2,0.07189,19.375,0.064,18.141,0.01,17.564,0.009,17.244,0.012,17.019,0.028,0.046368
166,5.87733E+17,42:59.3,+06:12:37.8,50,0.7,0,0.04,0.12,0.12,0.02,0.16,0.361,0.398,0,0,1,J094259.26+061237.8,145.746944,6.210509,0.048,0.041,5,,3,,9.0001E+11,2002.1743,2,0.08884,19.873,0.122,18.342,0.012,17.427,0.008,16.982,0.008,16.629,0.024,0.060712
167,5.87726E+17,21:27.1,+49:53:43.5,29,0.586,0,0.034,0.31,0.069,0,0.345,0.586,0.345,0,0,1,J082127.11+495343.5,125.362969,49.895421,0.063,0.052,140,,3,,10020000,2000.3374,2,0.07235,19.134,0.057,17.334,0.006,16.416,0.005,16.015,0.004,15.685,0.009,0.073763
168,5.87739E+17,15:51.5,+36:24:37.2,27,0.259,0.037,0,0.519,0,0.185,0.556,0.224,0.589,0,0,1,J131551.53+362437.1,198.964745,36.410328,0.042,0.04,84,,3,,1010020010,2004.13,3,0.04397,18.575,0.028,16.692,0.004,15.825,0.003,15.386,0.003,15.045,0.006,0.023886
